87-3782233,02/05/2020,multi-state,2
70-0504011,15/09/2020,leverage,1
00-7018607,24/02/2021,Balanced,2
20-0021123,21/01/2021,stable,1
29-1819340,09/04/2021,internet solution,2
08-1109561,31/05/2020,bandwidth-monitored,2
34-0373040,03/11/2020,open system,1
61-4233346,29/05/2020,3rd generation,2
80-2466436,17/02/2021,transitional,1
30-3875368,27/10/2020,non-volatile,1
37-3490703,10/04/2021,collaboration,1
35-4738362,13/04/2021,Synergized,1
38-8749186,24/09/2020,policy,2
43-4699457,21/05/2020,reciprocal,2
61-2425624,05/06/2020,bottom-line,1
80-0821927,03/12/2020,approach,2
99-1304176,11/07/2020,interactive,1
84-9779316,10/03/2021,bi-directional,1
62-5642894,02/09/2020,Synergistic,1
44-0543251,24/07/2020,superstructure,1
12-5069312,12/11/2020,Optimized,1
25-0858195,05/08/2020,Monitored,2
61-5998380,20/08/2020,De-engineered,1
80-2127770,07/05/2020,flexibility,1
49-9177665,09/10/2020,Centralized,2
22-0851017,18/01/2021,Stand-alone,1
29-7594849,06/09/2020,global,2
10-9814961,02/12/2020,multi-tasking,2
29-5344934,31/01/2021,bottom-line,1
00-7976816,27/12/2020,directional,2
83-1310585,03/07/2020,standardization,1
51-3020315,27/12/2020,context-sensitive,1
37-7135321,22/03/2021,focus group,2
80-8780756,18/10/2020,productivity,1
15-4345015,12/06/2020,Reduced,1
22-2528153,14/02/2021,functionalities,1
45-5312915,19/05/2020,toolset,2
60-9707411,13/08/2020,Integrated,2
59-7429082,16/03/2021,focus group,1
02-8193752,06/05/2020,Versatile,2
44-7878956,20/08/2020,Optimized,2
42-1129039,04/08/2020,context-sensitive,2
57-9489399,28/05/2020,Versatile,2
05-7196717,31/07/2020,Distributed,1
68-5182525,28/09/2020,User-friendly,2
17-9488599,30/01/2021,infrastructure,1
13-6378116,29/05/2020,secured line,1
40-3858970,13/04/2021,asynchronous,2
38-2798147,14/10/2020,Fundamental,1
62-6363290,17/03/2021,Total,2
58-9438175,17/10/2020,open system,2
70-5859607,24/03/2021,Networked,2
42-0175038,05/06/2020,challenge,1
08-7072264,26/06/2020,4th generation,1
71-7534855,09/06/2020,Reverse-engineered,2
81-7636818,08/08/2020,Vision-oriented,2
70-9118326,13/04/2021,optimizing,2
69-3365975,15/07/2020,optimizing,2
39-4875993,04/11/2020,5th generation,2
21-0766057,06/07/2020,matrices,2
05-3912642,13/09/2020,upward-trending,2
85-6235366,23/08/2020,modular,1
33-0831806,30/08/2020,Vision-oriented,1
91-5641912,27/01/2021,Cross-platform,2
54-1560231,22/07/2020,Versatile,2
54-7707519,28/11/2020,project,1
75-3272355,14/01/2021,Business-focused,2
50-5443942,06/12/2020,methodical,1
76-5888437,19/05/2020,User-centric,2
47-9557936,30/12/2020,frame,2
83-2870795,20/10/2020,benchmark,1
03-0010937,21/04/2020,Re-engineered,2
12-6725930,02/06/2020,definition,1
86-7345111,16/06/2020,content-based,2
19-7695106,01/04/2021,Virtual,1
37-1400439,13/09/2020,Organic,2
93-3320064,10/03/2021,Implemented,2
00-0264357,20/07/2020,Front-line,2
97-1963387,24/04/2020,eco-centric,2
40-7870897,26/02/2021,Secured,2
40-1057892,14/06/2020,24 hour,2
88-5539523,21/10/2020,attitude-oriented,2
35-4493801,27/10/2020,implementation,2
34-3183683,10/04/2021,collaboration,2
49-2308169,10/05/2020,Team-oriented,1
62-0502840,20/10/2020,Organized,2
04-5957830,02/05/2020,info-mediaries,2
65-0479554,11/10/2020,incremental,1
27-2053511,15/02/2021,Customer-focused,1
09-7906146,28/07/2020,optimal,1
95-7305928,30/01/2021,solution-oriented,2
60-7667836,02/07/2020,Operative,1
85-4564432,24/09/2020,Vision-oriented,1
39-3144929,22/08/2020,Visionary,2
94-1845929,02/09/2020,challenge,1
41-2621429,05/12/2020,multi-state,2
22-4160638,28/10/2020,policy,2
65-3796596,28/05/2020,framework,2
32-1686437,18/05/2020,Innovative,2
93-8675958,20/08/2020,holistic,2
70-5565216,17/03/2021,User-centric,2
92-8485597,29/12/2020,Monitored,1
98-2743976,02/02/2021,global,1
27-1746472,17/10/2020,process improvement,2
78-2438634,18/12/2020,Focused,1
55-7996172,28/07/2020,disintermediate,2
78-3126038,02/02/2021,Function-based,1
10-8286103,16/04/2020,Customizable,1
22-0179851,05/07/2020,Inverse,1
11-4050971,25/08/2020,global,1
39-7245007,08/03/2021,Assimilated,1
44-5089554,03/02/2021,maximized,2
76-9394359,12/11/2020,parallelism,1
36-3428803,12/06/2020,Synergized,2
03-3888700,24/12/2020,internet solution,1
42-9240797,15/04/2020,Synergized,2
70-6937326,16/06/2020,zero administration,1
52-3883523,25/05/2020,modular,2
07-1971614,14/06/2020,hub,1
21-7557056,20/05/2020,Expanded,2
43-0965854,07/10/2020,Managed,1
35-3831070,31/08/2020,intranet,2
16-5289430,26/11/2020,synergy,1
06-5885173,09/08/2020,context-sensitive,1
14-6718496,19/03/2021,Front-line,1
53-4018904,22/01/2021,mission-critical,2
57-1719897,07/11/2020,multi-tasking,1
04-1809062,29/08/2020,flexibility,2
32-5978091,30/12/2020,multi-state,2
16-4024515,07/05/2020,service-desk,2
68-1334025,06/06/2020,Organic,1
66-7944016,28/10/2020,intermediate,1
33-9554053,01/12/2020,Decentralized,1
95-2624382,26/06/2020,Centralized,1
18-8564604,18/03/2021,content-based,1
82-7785016,20/08/2020,Multi-tiered,2
58-4673252,11/03/2021,capacity,2
92-1693003,11/03/2021,local,2
30-1611525,27/01/2021,Realigned,1
27-5447727,25/05/2020,Focused,1
94-1237559,26/11/2020,moratorium,1
32-4228483,06/09/2020,Graphical User Interface,2
68-4039000,21/06/2020,Robust,2
24-2643604,27/01/2021,Digitized,2
71-4542640,20/06/2020,background,2
60-7966834,30/09/2020,modular,1
55-2135052,25/07/2020,discrete,2
90-7162426,16/04/2020,matrix,1
72-9635545,16/07/2020,moderator,2
53-5809943,11/07/2020,website,1
28-5918676,24/01/2021,upward-trending,2
79-4263393,24/08/2020,Polarised,1
39-8496632,08/01/2021,flexibility,1
38-0906902,05/08/2020,Object-based,1
73-1094815,11/11/2020,monitoring,2
78-1469109,31/10/2020,Team-oriented,1
04-5585872,08/11/2020,attitude-oriented,2
53-5658500,13/07/2020,high-level,1
65-1369565,05/08/2020,standardization,2
32-2219581,27/07/2020,migration,2
37-0386156,17/07/2020,methodology,1
67-5499073,08/08/2020,Face to face,1
55-1898113,01/02/2021,core,2
42-9575643,21/02/2021,dynamic,1
55-3724040,23/11/2020,middleware,1
68-2133206,19/03/2021,array,2
89-9224722,28/12/2020,maximized,2
71-5609489,02/07/2020,logistical,1
29-8466786,31/07/2020,Open-source,1
46-6247029,13/08/2020,knowledge user,2
21-1608286,12/04/2021,Customer-focused,2
64-7801099,14/03/2021,installation,2
89-0128338,10/09/2020,Monitored,2
96-9087634,08/11/2020,initiative,2
86-3357923,20/04/2020,monitoring,2
57-5256861,28/05/2020,next generation,1
23-9110660,05/04/2021,optimizing,1
39-7601987,06/05/2020,Mandatory,2
65-7856351,26/06/2020,benchmark,1
64-0606209,22/12/2020,tangible,1
36-5040016,01/12/2020,empowering,1
88-1491295,02/06/2020,Graphic Interface,2
01-9329205,20/07/2020,leading edge,1
76-1720961,16/01/2021,migration,2
08-0894918,10/06/2020,analyzing,2
78-4553608,20/12/2020,system engine,2
21-6553836,17/06/2020,structure,1
19-8147311,12/03/2021,well-modulated,1
13-9479942,04/01/2021,even-keeled,1
97-1742000,20/01/2021,Synergized,2
54-0084362,03/11/2020,Fundamental,2
85-1064220,03/01/2021,ability,2
08-0362510,22/09/2020,Open-architected,1
59-3970394,15/04/2020,interface,1
60-0868800,16/10/2020,core,2
65-9346155,29/06/2020,strategy,2
13-2195485,28/06/2020,system-worthy,2
67-2034725,06/11/2020,explicit,1
26-7109849,19/03/2021,adapter,1
14-6685881,08/04/2021,Adaptive,2
28-6798385,12/03/2021,De-engineered,2
96-6542650,19/06/2020,collaboration,2
58-3121055,29/05/2020,Virtual,2
91-4685191,01/01/2021,dynamic,1
02-2999058,13/05/2020,Re-contextualized,1
60-1151125,14/04/2020,workforce,2
59-3494225,23/12/2020,Innovative,1
30-3850248,23/12/2020,process improvement,1
59-1767093,05/02/2021,hub,2
24-3249591,11/09/2020,Business-focused,1
07-4381574,05/10/2020,service-desk,2
67-8624003,31/10/2020,array,2
12-7022736,12/05/2020,Horizontal,2
99-3712564,21/11/2020,Cross-group,2
30-8539232,04/04/2021,Mandatory,2
48-1758439,23/11/2020,Mandatory,1
13-8105191,22/12/2020,Multi-channelled,1
07-0577207,27/10/2020,object-oriented,1
18-3149557,15/06/2020,Fully-configurable,1
50-7242769,09/12/2020,homogeneous,1
76-7139743,12/09/2020,discrete,1
49-1339435,21/05/2020,full-range,1
66-5230758,20/06/2020,interface,1
14-8512285,28/04/2020,exuding,2
41-3562536,17/12/2020,Distributed,1
17-2635250,01/05/2020,array,1
42-6633419,09/05/2020,Visionary,2
67-2353495,03/03/2021,human-resource,1
30-3668951,17/10/2020,secured line,2
09-4568156,16/09/2020,database,2
19-8322019,23/11/2020,Enterprise-wide,1
20-7044502,15/07/2020,Ergonomic,2
53-8226684,28/09/2020,Customizable,2
70-6695289,10/09/2020,Sharable,2
62-6275585,12/10/2020,Optional,2
95-0785513,01/07/2020,knowledge base,2
00-7141562,06/09/2020,systematic,2
78-3266155,06/05/2020,Robust,2
84-4611525,08/05/2020,policy,2
23-7874490,25/12/2020,array,1
19-6187947,09/11/2020,User-centric,1
25-2984536,17/11/2020,Multi-tiered,1
11-7544631,25/08/2020,systematic,2
27-1229676,10/07/2020,budgetary management,2
45-0274946,31/05/2020,modular,2
45-4382850,23/05/2020,web-enabled,2
75-7705673,27/02/2021,knowledge base,1
30-8209973,07/01/2021,Cross-group,1
70-1553618,03/12/2020,projection,2
37-5116116,24/04/2020,access,2
54-3282491,30/06/2020,User-centric,2
23-0002758,20/11/2020,Persevering,1
22-0224922,11/09/2020,product,1
72-9904626,20/08/2020,array,2
83-2630661,17/03/2021,logistical,2
81-2153749,21/11/2020,challenge,1
45-4588700,26/01/2021,contextually-based,1
98-6691883,25/09/2020,fault-tolerant,2
56-8744582,14/08/2020,discrete,1
11-2468121,02/11/2020,radical,1
79-9612963,22/12/2020,Optimized,2
15-4554292,15/06/2020,Profound,1
30-6817530,15/08/2020,regional,2
33-7944767,13/03/2021,Organized,1
07-5096263,04/09/2020,logistical,1
03-1805698,15/03/2021,system-worthy,2
58-2794943,25/06/2020,Ergonomic,1
14-1439412,22/03/2021,value-added,2
01-4935468,21/05/2020,object-oriented,2
61-4750374,20/09/2020,hardware,2
06-9797321,05/09/2020,Self-enabling,2
82-6515157,09/03/2021,human-resource,2
03-9061290,28/03/2021,support,1
39-0598447,05/04/2021,3rd generation,2
89-8188430,21/09/2020,workforce,1
19-0049282,23/08/2020,Upgradable,1
13-0315736,23/03/2021,Programmable,2
16-2871761,20/07/2020,exuding,1
54-0850738,19/10/2020,Ergonomic,1
98-2237460,13/03/2021,systemic,2
74-8197291,11/08/2020,client-driven,1
12-5602143,22/03/2021,bottom-line,2
57-3493782,21/07/2020,open architecture,2
97-6075829,01/07/2020,initiative,1
78-3986715,19/06/2020,Multi-layered,1
77-6493243,05/03/2021,utilisation,2
03-6005175,07/02/2021,website,2
29-3795664,29/03/2021,Devolved,2
74-8157158,14/06/2020,array,2
35-7331412,12/08/2020,Focused,2
73-4012180,18/11/2020,toolset,1
00-6698204,28/01/2021,incremental,1
07-9022137,02/06/2020,Diverse,1
38-7316691,01/08/2020,Diverse,1
52-0554085,25/10/2020,project,2
